	domain	phylum	class	order	family	genus	species	ASV
ASV_241	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ASV_241
ASV_242	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_242
ASV_243	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_243
ASV_244	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	SEEP-SRB1	ASV_244
ASV_245	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina	Methanosarcina	ASV_245
ASV_246	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_246
ASV_248	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23	Subgroup 23	ASV_248
ASV_249	Bacteria	NKB15	NKB15	NKB15	NKB15	NKB15	NKB15	ASV_249
ASV_250	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_250
ASV_251	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_251
ASV_252	Archaea	Asgardarchaeota	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	ASV_252
ASV_253	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_253
ASV_254	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_254
ASV_256	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_256
ASV_257	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_257
ASV_258	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41	ASV_258
ASV_259	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_259
ASV_260	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_260
ASV_261	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_261
ASV_262	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_262
ASV_263	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_263
ASV_265	Bacteria	Acidobacteriota	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ASV_265
ASV_266	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_266
ASV_267	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_267
ASV_268	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_268
ASV_269	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera	ASV_269
ASV_271	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_271
ASV_272	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_272
ASV_273	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_273
ASV_274	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	Bythopirellula	ASV_274
ASV_276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_3	Beijerinckiaceae_2	Methylobacterium-Methylorubrum	Methylobacterium-Methylorubrum	ASV_276
ASV_277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_1	Rhizobiaceae_1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV_277
ASV_278	Bacteria	WS2	WS2	WS2	WS2	WS2	WS2	ASV_278
ASV_279	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_279
ASV_280	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_280
ASV_281	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_281
ASV_282	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Subgroup 2	Subgroup 2	Subgroup 2	ASV_282
ASV_283	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_283
ASV_284	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	Aquabacterium	ASV_284
ASV_285	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_285
ASV_286	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_286
ASV_287	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_287
ASV_288	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_288
ASV_289	Bacteria	Chloroflexi	Anaerolineae	MSB-5B2	MSB-5B2	MSB-5B2	MSB-5B2	ASV_289
ASV_290	Bacteria	Chloroflexi	Dehalococcoidia	Napoli-4B-65	Napoli-4B-65	Napoli-4B-65	Napoli-4B-65	ASV_290
ASV_291	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_291
ASV_293	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	ASV_293
ASV_294	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_294
ASV_295	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_295
ASV_296	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	unclassified_Enterococcaceae	unclassified_Enterococcaceae	ASV_296
ASV_297	Bacteria	Firmicutes	Bacilli	Bacillales_14	Marinococcaceae	unclassified_Marinococcaceae	unclassified_Marinococcaceae	ASV_297
ASV_298	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Subgroup 10	ASV_298
ASV_300	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_300
ASV_301	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_301
ASV_302	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_302
ASV_303	Archaea	Crenarchaeota	Nitrososphaeria	Marine Benthic Group A	Marine Benthic Group A	Marine Benthic Group A	Marine Benthic Group A	ASV_303
ASV_304	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_304
ASV_305	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	uncultured	ASV_305
ASV_306	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured	ASV_306
ASV_307	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_307
ASV_308	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_308
ASV_309	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_309
ASV_310	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillaceae	Azospirillaceae	ASV_310
ASV_311	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_311
ASV_312	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_312
ASV_313	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_313
ASV_314	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_314
ASV_315	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_315
ASV_316	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_316
ASV_317	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_317
ASV_318	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosotenuis	Candidatus Nitrosotenuis	ASV_318
ASV_319	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_319
ASV_320	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_320
ASV_321	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_321
ASV_322	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_322
ASV_323	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	ASV_323
ASV_324	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_324
ASV_325	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_325
ASV_326	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_326
ASV_327	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_327
ASV_328	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_328
ASV_329	Bacteria	Patescibacteria	MD2896-B216	MD2896-B216	MD2896-B216	MD2896-B216	MD2896-B216	ASV_329
ASV_330	Bacteria	Desulfobacterota_1	Desulfobacteria_2	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	Desulfatiglans	ASV_330
ASV_331	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	ASV_331
ASV_332	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_332
ASV_333	Bacteria	AncK6	AncK6	AncK6	AncK6	AncK6	AncK6	ASV_333
ASV_334	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_334
ASV_335	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_335
ASV_336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	Filomicrobium_1	Filomicrobium_1	ASV_336
ASV_337	Archaea	Asgardarchaeota	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	ASV_337
ASV_338	Bacteria	Firmicutes	Bacilli	Bacillales_14	Marinococcaceae	unclassified_Marinococcaceae	unclassified_Marinococcaceae	ASV_338
ASV_340	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_340
ASV_341	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_341
ASV_342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_342
ASV_343	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_343
ASV_344	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_344
ASV_345	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_345
ASV_346	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_346
ASV_347	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_347
ASV_348	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_348
ASV_349	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41	ASV_349
ASV_351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_351
ASV_352	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_352
ASV_353	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_353
ASV_354	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	ASV_354
ASV_355	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_355
ASV_356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_356
ASV_357	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_357
ASV_359	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_359
ASV_361	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_361
ASV_362	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_362
ASV_363	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_363
ASV_364	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_364
ASV_366	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	Subgroup 10	ASV_366
ASV_367	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_367
ASV_368	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	Spirochaeta_2	ASV_368
ASV_369	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_369
ASV_370	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_370
ASV_371	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_371
ASV_372	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_372
ASV_373	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured	ASV_373
ASV_374	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_374
ASV_375	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_375
ASV_376	Bacteria	Acidobacteriota	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ODP1230B23.02	ASV_376
ASV_377	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_377
ASV_378	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_378
ASV_379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_379
ASV_380	Bacteria	Desulfobacterota_1	Desulfobacteria_1	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1	SEEP-SRB1	ASV_380
ASV_381	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3	GIF3	GIF3	ASV_381
ASV_382	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	unclassified_Cyanobiaceae	unclassified_Cyanobiaceae	ASV_382
ASV_383	Bacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	ASV_383
ASV_384	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_384
ASV_385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	uncultured	uncultured	ASV_385
ASV_386	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	PHOS-HE36	ASV_386
ASV_387	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_387
ASV_388	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia	ASV_388
ASV_389	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_389
ASV_390	Bacteria	Chloroflexi	Anaerolineae	uncultured	uncultured	uncultured	uncultured	ASV_390
ASV_391	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_391
ASV_392	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_392
ASV_393	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_393
ASV_394	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_394
ASV_395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_4	A0839	A0839	A0839	ASV_395
ASV_396	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_396
ASV_397	Bacteria	Bdellovibrionota_1	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax_2	Bacteriovorax_2	ASV_397
ASV_398	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41	ASV_398
ASV_400	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_400
ASV_401	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_401
ASV_402	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_402
ASV_403	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_403
ASV_404	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_404
ASV_405	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	Subgroup 9	Subgroup 9	Subgroup 9	ASV_405
ASV_406	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_406
ASV_407	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_407
ASV_410	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_410
ASV_411	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_411
ASV_412	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_412
ASV_413	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_5	Sphingomonas_5	ASV_413
ASV_414	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	ASV_414
ASV_415	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	Tepidimonas	ASV_415
ASV_417	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_417
ASV_418	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_418
ASV_420	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_420
ASV_421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured	ASV_421
ASV_422	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_422
ASV_423	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_423
ASV_424	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_424
ASV_425	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus_1	Deinococcus_1	ASV_425
ASV_427	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	unclassified_Comamonadaceae	ASV_427
ASV_428	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	AKAU3564 sediment group	AKAU3564 sediment group	ASV_428
ASV_429	Bacteria	Chloroflexi	Dehalococcoidia	H3.93	H3.93	H3.93	H3.93	ASV_429
ASV_430	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_430
ASV_431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_3	Xanthobacteraceae_1	unclassified_Xanthobacteraceae_1	unclassified_Xanthobacteraceae_1	ASV_431
ASV_432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_432
ASV_433	Bacteria	Acidobacteriota	Acidobacteriae	unclassified_Acidobacteriae	unclassified_Acidobacteriae	unclassified_Acidobacteriae	unclassified_Acidobacteriae	ASV_433
ASV_434	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_434
ASV_436	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_436
ASV_437	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3	GIF3	GIF3	ASV_437
ASV_438	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_438
ASV_439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_439
ASV_440	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_440
ASV_441	Bacteria	Verrucomicrobiota	Chlamydiae	LD1-PA32	LD1-PA32	LD1-PA32	LD1-PA32	ASV_441
ASV_442	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_442
ASV_443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	Filomicrobium_1	Filomicrobium_1	ASV_443
ASV_444	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_444
ASV_445	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_445
ASV_446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_5	Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	unclassified_Hyphomicrobiaceae	ASV_446
ASV_447	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	uncultured	uncultured	ASV_447
ASV_448	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_448
ASV_449	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_449
ASV_450	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	ASV_450
ASV_451	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_451
ASV_452	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_452
